,Time,Lat,Lon,MIC Unscaled,MIC,RADS GIM,Uncorrected
105,2024-01-22 05:49:32,20.614293,37.702636,0.1642792541949853,0.14148398552957892,0.1573,0.0733
106,2024-01-22 05:49:33,20.556981,37.696393,0.14808823733786555,0.12529071790488336,0.1411,0.0571
107,2024-01-22 05:49:34,20.499668,37.690151,0.15499721823995474,0.13219744860083718,0.148,0.064
108,2024-01-22 05:49:35,20.442355,37.68391,0.16769581258567062,0.14484628422401702,0.1605,0.0765
109,2024-01-22 05:49:36,20.385041,37.677672,0.147004822882561,0.12415303694977002,0.1398,0.0558
110,2024-01-22 05:49:37,20.327727,37.671435,0.1692432778523108,0.14635680139296586,0.1619,0.0779
111,2024-01-22 05:49:38,20.270413,37.6652,0.13705224952293033,0.11416352517043701,0.1297,0.0457
112,2024-01-22 05:49:39,20.213098,37.658966,0.15202275348928768,0.12909130858741175,0.1445,0.0605
113,2024-01-22 05:49:40,20.155783,37.652734,0.11413172581089544,0.09119803285276304,0.1066,0.0226
114,2024-01-22 05:49:41,20.098468,37.646504,0.13083607826905141,0.10777601749347039,0.1228,0.0388
115,2024-01-22 05:49:42,20.041153,37.640276,0.14654662924861458,0.12333359212984173,0.1379,0.0539
116,2024-01-22 05:49:43,19.983837,37.634049,0.1112149728589733,0.08785953464659918,0.102,0.018
117,2024-01-22 05:49:45,19.811888,37.615378,0.15192717932883298,0.1285185718138987,0.1425,0.0585
118,2024-01-22 05:49:48,19.639936,37.596722,0.1664628039129995,0.14307032595322983,0.1571,0.0731
119,2024-01-22 05:49:49,19.582618,37.590507,0.20873116080442705,0.18529650025472824,0.1992,0.1152
120,2024-01-22 05:49:50,19.525299,37.584293,0.17644810975910113,0.15300920257121203,0.1669,0.0829
121,2024-01-22 05:49:51,19.467981,37.57808,0.18445760551049148,0.16101631911861747,0.1749,0.0909
122,2024-01-22 05:49:52,19.410662,37.57187,0.1995383619931471,0.1760517862369932,0.1898,0.1058
123,2024-01-22 05:49:53,19.353343,37.565661,0.18836734690356344,0.16484845338757803,0.1785,0.0945
124,2024-01-22 05:49:54,19.296023,37.559453,0.20297685304288848,0.1794555777201736,0.1931,0.1091
125,2024-01-22 05:49:55,19.238704,37.553247,0.21778635797607945,0.19426270114883748,0.2079,0.1239
126,2024-01-22 05:49:56,19.181384,37.547043,0.22289586170912773,0.19936982367805992,0.213,0.129
127,2024-01-22 05:49:57,19.124063,37.54084,0.21710536423601418,0.19357694530332992,0.2072,0.1232
128,2024-01-22 05:49:58,19.066743,37.534639,0.23361989057100463,0.2099876101672784,0.2233,0.1393
129,2024-01-22 05:49:59,19.009422,37.52844,0.1981979560259992,0.1744960050494676,0.1876,0.1036
130,2024-01-22 05:50:00,18.952101,37.522242,0.2086083499574523,0.1846782956133733,0.1971,0.1131
131,2024-01-22 06:02:14,-25.677655,32.789446,0.23460475282061816,0.21210376085173435,0.2268,0.1448
132,2024-01-22 06:02:15,-25.734776,32.783026,0.0726871392043125,0.050190560407633825,0.0649,-0.0171
133,2024-01-22 06:02:59,-28.361496,32.485057,-0.09666942931755475,-0.119277111901225,-0.1049,-0.1869
134,2024-01-22 06:03:00,-28.41858,32.478518,0.011071014391093315,-0.01154680154894061,0.0028,-0.0792
135,2024-01-22 06:03:02,-28.532746,32.465431,-0.0824224310252841,-0.10504188924625325,-0.0907,-0.1727
136,2024-01-22 06:03:03,-28.589828,32.458884,-0.045619153733472625,-0.06823943309490946,-0.0539,-0.1359
