# RADS_ASC
# Created: 2024-06-03 09:30:31 UTC: rads2asc -S c2 -V time,lat,lon,sla -o c2_240212_noiono.asc --ymd 240212,240213 -X no_iono.xml
# Satellite = CRYOSAT2
# Phase     = a
# Cycle     = 179
# Pass      = 0441
# Equ_time  = 1234330521.478142 (2024-02-12 05:35:21.478142)
# Equ_lon   =  -53.000000
# Original  = CS_OFFL_SIR_GOP_2__20240212T051031_20240212T060007_C001.nc (TAI=2024-02-12T06:00:43.774297)
# Col  1    = time [seconds since 1985-01-01 00:00:00 UTC]
# Col  2    = latitude [degrees_north]
# Col  3    = longitude [degrees_east]
# Col  4    = sea level anomaly [m]
1234329617.030215 -54.759611 -148.489476  -0.2153
1234329617.973652 -54.702893 -148.499408  -0.2053
1234329618.917089 -54.646174 -148.509323  -0.1749
1234329619.860526 -54.589454 -148.519222  -0.2071
1234329620.803963 -54.532733 -148.529104  -0.1666
1234329621.747401 -54.476011 -148.538970  -0.1532
1234329622.690838 -54.419288 -148.548820  -0.0827
1234329623.634275 -54.362563 -148.558653  -0.0961
1234329624.577712 -54.305838 -148.568470  -0.0485
1234329625.521149 -54.249111 -148.578271  -0.0651
1234329626.464585 -54.192384 -148.588056  -0.0842
1234329627.408023 -54.135655 -148.597825  -0.0925
1234329628.351460 -54.078926 -148.607578  -0.0286
1234329629.294897 -54.022195 -148.617315  -0.0955
1234329630.238334 -53.965463 -148.627037  -0.1275
1234329631.181770 -53.908730 -148.636743  -0.0358
1234329632.125207 -53.851997 -148.646433  -0.0597
1234329633.068645 -53.795262 -148.656108  -0.0300
1234329634.012082 -53.738526 -148.665768  -0.0513
1234329634.955519 -53.681789 -148.675412  -0.0106
1234329635.898955 -53.625051 -148.685041  -0.0083
1234329636.842392 -53.568311 -148.694654   0.0552
1234329638.729267 -53.454830 -148.713836   0.0781
1234329639.672704 -53.398088 -148.723405   0.0636
1234329640.616140 -53.341344 -148.732958   0.1198
1234329641.559577 -53.284600 -148.742497   0.1682
1234329642.503014 -53.227854 -148.752021   0.1641
1234329643.446451 -53.171108 -148.761530   0.1733
1234329644.389889 -53.114360 -148.771025   0.1819
1234329645.333326 -53.057612 -148.780505   0.1837
1234329646.276762 -53.000862 -148.789971   0.1875
1234329647.220199 -52.944111 -148.799422   0.1898
1234329648.163636 -52.887360 -148.808859   0.1744
1234329649.107073 -52.830607 -148.818281   0.1648
1234329650.050511 -52.773853 -148.827689   0.1487
1234329650.993947 -52.717098 -148.837083   0.1725
1234329651.937384 -52.660342 -148.846463   0.1573
1234329652.880821 -52.603585 -148.855829   0.1454
1234329653.824258 -52.546827 -148.865181   0.1732
1234329654.767695 -52.490068 -148.874519   0.1339
1234329655.711132 -52.433308 -148.883843   0.1037
1234329656.654569 -52.376547 -148.893154   0.0834
1234329657.598006 -52.319785 -148.902451   0.0879
1234329658.541443 -52.263022 -148.911734   0.0403
1234329659.484880 -52.206258 -148.921003   0.0413
1234329660.428317 -52.149492 -148.930259  -0.0246
1234329661.371754 -52.092726 -148.939502  -0.0068
1234329662.315191 -52.035959 -148.948731   0.0182
1234329663.258628 -51.979190 -148.957946  -0.0128
1234329664.202065 -51.922421 -148.967149  -0.0213
1234329665.145502 -51.865650 -148.976338  -0.0689
1234329666.088939 -51.808879 -148.985514  -0.0517
1234329667.032377 -51.752106 -148.994677  -0.0852
1234329667.975814 -51.695333 -149.003827  -0.0864
1234329668.919251 -51.638558 -149.012964  -0.0497
1234329669.862688 -51.581783 -149.022088  -0.0683
1234329670.806125 -51.525006 -149.031199  -0.0360
1234329671.749561 -51.468228 -149.040297  -0.0661
1234329672.692999 -51.411450 -149.049383  -0.0416
1234329673.636436 -51.354670 -149.058456  -0.0263
1234329674.579873 -51.297889 -149.067516  -0.0281
1234329675.523310 -51.241107 -149.076564  -0.0081
1234329676.466746 -51.184325 -149.085599  -0.0379
1234329677.410183 -51.127541 -149.094622   0.0110
1234329678.353621 -51.070756 -149.103632   0.0286
1234329679.297058 -51.013970 -149.112630   0.0440
1234329680.240495 -50.957183 -149.121615   0.0615
1234329681.183931 -50.900395 -149.130589   0.0437
1234329682.127368 -50.843606 -149.139550   0.0816
1234329683.070805 -50.786816 -149.148499   0.0449
1234329684.014243 -50.730025 -149.157436   0.0429
1234329684.957680 -50.673233 -149.166361   0.0451
1234329685.901117 -50.616440 -149.175274   0.0206
1234329686.844553 -50.559646 -149.184175   0.0602
1234329687.787990 -50.502851 -149.193064   0.0391
1234329688.731427 -50.446055 -149.201941   0.0306
1234329689.674865 -50.389258 -149.210807   0.0318
1234329690.618302 -50.332460 -149.219661   0.0549
1234329691.561738 -50.275661 -149.228503   0.0243
1234329692.505175 -50.218861 -149.237333   0.0064
1234329693.448612 -50.162059 -149.246152   0.0246
1234329694.392049 -50.105257 -149.254960  -0.0382
1234329695.335487 -50.048454 -149.263756  -0.0374
1234329696.278923 -49.991650 -149.272540  -0.0328
1234329697.222360 -49.934844 -149.281313  -0.0082
1234329698.165797 -49.878038 -149.290075  -0.0088
1234329699.109234 -49.821231 -149.298826  -0.0113
1234329700.052671 -49.764423 -149.307565  -0.0253
1234329700.996108 -49.707613 -149.316294   0.0269
1234329701.939545 -49.650803 -149.325011   0.0064
1234329702.882982 -49.593992 -149.333717   0.0358
1234329703.826419 -49.537179 -149.342412   0.0072
1234329704.769856 -49.480366 -149.351096   0.0061
1234329705.713293 -49.423552 -149.359769  -0.0178
1234329706.656730 -49.366736 -149.368431  -0.0045
1234329707.600167 -49.309920 -149.377083   0.0149
1234329708.543604 -49.253103 -149.385723   0.0283
1234329709.487041 -49.196284 -149.394353   0.0456
1234329710.430478 -49.139465 -149.402972   0.0510
1234329711.373915 -49.082645 -149.411581   0.0329
1234329712.317353 -49.025823 -149.420179   0.0432
1234329713.260790 -48.969001 -149.428766   0.0613
1234329714.204227 -48.912177 -149.437343   0.0566
1234329716.091101 -48.798527 -149.454465   0.0677
1234329717.034537 -48.741701 -149.463011   0.1022
1234329717.977975 -48.684873 -149.471546   0.0748
1234329718.921412 -48.628045 -149.480071   0.0816
1234329719.864849 -48.571216 -149.488586   0.1045
1234329720.808286 -48.514385 -149.497090   0.1069
1234329721.751722 -48.457554 -149.505585   0.1389
1234329722.695159 -48.400721 -149.514069   0.1274
1234329723.638597 -48.343888 -149.522543   0.0973
1234329724.582034 -48.287053 -149.531007   0.1352
1234329725.525471 -48.230218 -149.539461   0.1213
1234329726.468908 -48.173382 -149.547905   0.0942
1234329727.412344 -48.116544 -149.556339   0.1204
1234329728.355781 -48.059706 -149.564764   0.1006
1234329729.299219 -48.002866 -149.573178   0.0828
1234329730.242656 -47.946026 -149.581583   0.0742
1234329731.186093 -47.889184 -149.589978   0.1083
1234329732.129529 -47.832342 -149.598363   0.0569
1234329733.072966 -47.775499 -149.606739   0.0193
1234329734.016403 -47.718654 -149.615105   0.0498
1234329734.959840 -47.661809 -149.623461   0.0716
1234329735.903278 -47.604962 -149.631808   0.0426
1234329736.846714 -47.548115 -149.640145   0.0507
1234329737.790151 -47.491267 -149.648473   0.0428
1234329738.733588 -47.434417 -149.656792   0.0329
1234329739.677025 -47.377567 -149.665101   0.0492
1234329740.620462 -47.320715 -149.673401   0.0782
1234329741.563899 -47.263863 -149.681691   0.0528
1234329742.507336 -47.207010 -149.689972   0.0435
1234329743.450773 -47.150155 -149.698244   0.0488
1234329744.394210 -47.093300 -149.706507   0.0547
1234329745.337647 -47.036444 -149.714760   0.0278
1234329746.281084 -46.979586 -149.723005   0.0467
1234329747.224521 -46.922728 -149.731240   0.0261
1234329748.167958 -46.865869 -149.739466   0.0194
1234329749.111395 -46.809009 -149.747684   0.0294
1234329750.054832 -46.752147 -149.755892   0.0469
1234329750.998269 -46.695285 -149.764091   0.0379
1234329751.941706 -46.638422 -149.772282   0.0441
1234329752.885143 -46.581558 -149.780463   0.0144
1234329753.828580 -46.524692 -149.788636   0.0270
1234329754.772017 -46.467826 -149.796800   0.0301
1234329755.715454 -46.410959 -149.804955   0.0366
1234329756.658892 -46.354091 -149.813102   0.0021
1234329757.602328 -46.297222 -149.821240   0.0441
1234329758.545766 -46.240351 -149.829369   0.0244
1234329759.489203 -46.183480 -149.837489   0.0197
1234329760.432640 -46.126608 -149.845601   0.0023
1234329761.376077 -46.069735 -149.853705   0.0264
1234329762.319513 -46.012861 -149.861800   0.0130
1234329763.262950 -45.955986 -149.869886   0.0289
1234329764.206388 -45.899110 -149.877964   0.0124
1234329765.149825 -45.842233 -149.886034  -0.0087
1234329766.093262 -45.785355 -149.894095   0.0114
1234329767.036699 -45.728476 -149.902148  -0.0104
1234329767.980135 -45.671596 -149.910192  -0.0093
1234329768.923572 -45.614715 -149.918229   0.0256
1234329769.867010 -45.557833 -149.926257   0.0244
1234329770.810447 -45.500950 -149.934277   0.0412
1234329771.753884 -45.444067 -149.942288   0.0162
1234329772.697320 -45.387182 -149.950292   0.0726
1234329773.640757 -45.330296 -149.958287   0.0381
1234329774.584194 -45.273409 -149.966274   0.0115
